台灣新聞,#genre# 
三立綜合,http://bddb.228888888.xyz:8081/live/ws124.m3u8 
三立都會,http://bddb.228888888.xyz:8081/live/ws125.m3u8 
三立戲劇,http://bddb.228888888.xyz:8081/live/ws126.m3u8
三立福建旁邊,http://bddb.228888888.xyz:8081/live/ws127.m3u8 
東森戲劇,http://bddb.228888888.xyz:8081/live/ws128.m3u8 
東森綜合,http://bddb.228888888.xyz:8081/live/ws131.m3u8 
緯來戲劇,http://bddb.228888888.xyz:8081/live/ws132.m3u8 
緯來綜合,http://bddb.228888888.xyz:8081/live/ws133.m3u8 
緯來育樂,http://bddb.228888888.xyz:8081/live/ws135.m3u8 
緯來日本,http://bddb.228888888.xyz:8081/live/ws136.m3u8 
緯來體育,http://bddb.228888888.xyz:8081/live/ws138.m3u8 
EYETV戲劇,http://bddb.228888888.xyz:8081/live/ws139.m3u8 
愛爾達影劇,http://bddb.228888888.xyz:8081/live/ws140.m3u8 
美食星球,http://bddb.228888888.xyz:8081/live/ws141.m3u8 
國家地理悠人,http://bddb.228888888.xyz:8081/live/ws143.m3u8 
國家地理野生,http://bddb.228888888.xyz:8081/live/ws145.m3u8
動物星球,http://bddb.228888888.xyz:8081/live/ws151.m3u8 

5m Kitchen Hacks,https://bozztv.com/36bay2/gin/giniko_5minkitchen_1500kb_36bay2/index.m3u8 
5m Life Hacks,https://bozztv.com/36bay2/gin/giniko_5minlifehacks_1500kb_36bay2/index.m3u8 
5m Quick Crafts,https://bozztv.com/36bay2/gin/giniko_5min_1500kb_36bay2/index.m3u8 
CNTV Canada National TV,https://wowzaprodhd84-lh.akamaihd.net/i/4ae6355d_1@505999/index_2150400_av-p.m3u8 
EYE戲劇,http://198.16.106.58:8278/eyetvxiju_twn/playlist.m3u8?tid=MA8A9360275593602755&ct=18392&tsum=27e7938168c60383b8c240ec5c273aaf 
EYE旅遊,http://198.16.106.58:8278/eyetvtravel_twn/playlist.m3u8?tid=MB8B4438966144389661&ct=18392&tsum=795c4640d9435b09ec3564a5330673ec 
FOX SPORT 1,rtmp://xiaoyu.speedws.com/sat/tv731
FOX SPORT 2,rtmp://xiaoyu.speedws.com/sat/tv741 
HBO原創,vjms://58.215.133.161:8500/live/cid=436 
HBO家庭,vjms://58.215.133.161:8500/live/cid=181 
HBO強檔,vjms://58.215.133.161:8500/live/cid=238 
HBO電影,vjms://58.215.133.161:8500/live/cid=261 
iQIYi,http://185.180.221.194: 8278/Qiyi/playlist.m3u8?tid=MB6B9982727599827275&ct=18393&tsum=dac11949045b23a5dddf7f908d866fcc 
MTV音樂,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=202&Fsv_rate_id= 0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1 
MTV音樂,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-b.m3u8
SMART知識頻道,http://198.16.106.58:8278/865685b03d/playlist.m3u8?tid=ME4E7681115776811157&ct=18392&tsum=3ee0d0e1cc2cf9162e7f179d8d75650d 


TVBS歡樂台,http://198.16.106.58:8278/tvbshuanle_twn/playlist.m3u8?tid=MC6C2180822021808220&ct=18392&tsum=51766fd7682dedf8856fad809cd77b81 
TVBS歡樂台,http://198.16.106.58:8278/tvbs_g/playlist.m3u8?tid=ME0E2989760329897603&ct=18392&tsum=ca63dc4c0046705a09872bc84a4667f5 
TVBS歡樂HD,rtmp://xiaoyu.speedws.com/sat/tv421
WIN綜合台,rtmp://xiaoyu.speedws.com/sat/tv761 
三立台灣HD,http://198.16.106.58:8278/sanlitaiwan/playlist.m3u8?tid=MD4D4830297248302972&ct=18392&tsum=08dbefee1d7e866391c2947794ad6b3f 
三立戲劇,http://198.16.106.58:8278/sanlixiju/playlist.m3u8?tid=MEBE4405873744058737&ct=18392&tsum=80d9989e0b3fc4e5666f44052a74f9e0 

三立綜合,http://198.16.106.58:8278/sanlizhonghe/playlist.m3u8?tid=MD1D5176975651769756&ct=18392&tsum=570c738746706b2e95d9631b3dac6818 
三立都會HD,http://198.16.106.58:8278/sanlidouhui/playlist.m3u8?tid=MB1B1781992417819924&ct=18392&tsum=00e0f207f78b848c96b61edd3a516cad 
世紀綜合,http://61.58.60.230:9319/live/49.m3u8
東森戲劇,http://198.16.106.58:8278/ettvdrama/playlist.m3u8?tid=MCFC6975431069754310&ct=18392&tsum=c15d6404b40b82f3951a13fa11e3b76e 

東森洋片,http://198.16.106.58:8278/ettvwestern/playlist.m3u8?tid=MC9C7464770174647701&ct=18392&tsum=ac1cd104983e8b71b2923687349fe80f 
東森電影,http://198.16.106.58:8278/ettvmovie/playlist.m3u8?tid=MEFE2034566420345664&ct=18392&tsum=1502fc143fc8f9e372aabb9787af9176 
東森綜合,http://198.16.106.58: 8278/ettvzhonghe/playlist.m3u8?tid=MFFF5613870756138707&ct=18392&tsum=98203c0c3f843b7d4d2d79608a365419

中天亞洲,http://198.16.106.58:8278/ctiasia_twn/playlist.m3u8?tid= MD9D8074141680741416&ct=18392&tsum=3a5c597c66faf8b80347d321696ea7d9 
中天娛樂,http://104.250.154.42:8080//ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8 
中天娛樂,http://192.154.103.75:8080//ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8 
中天娛樂,http ://104.250.154.42:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8 
中天娛樂,http://198.16.106.58:8278/ctient/playlist.m3u8?tid=MAFA9292591192925911&ct=18392&tsum=9700d291a8a0f6014e8746168ce4f819 

中天綜合,http://192.154.103.75:8080//ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8 
中天綜合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8 
中天綜合,http://198.16.106.58:8278/ctizhonghe/playlist.m3u8?tid=MC9C5862444758624447&ct=18392&tsum=a0cc43cabb1931941a656a359396ba21 
中牟綜合,http://live.dxhmt.cn:9081/tv/10122-1.m3u8 
中視HD,rtmp://xiaoyu.speedws.com/sat/tv091 
中視綜合,http://192.154.103.75:8080//ZZ_zhongshi/ZZ_zhongshi.m3u8 
中視,http://198.16.106.58:8278/zhongshi_twn/playlist.m3u8?tid=MC6C2338026823380268&ct=18392&tsum=35e9da171e0ab53ec9f27fa565ba0a5d

中視經典,http://198.16.106.58:8278/zhongshi_twn/playlist.m3u8?tid=MFDF7616145176161451&ct=18392&tsum =e1f0b71460b0460081bb48e99f5e8972 
中視綜合,http://104.250.154.42:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8 
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid =10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153 
人間衛視,http://54.64.23.79:1935/live/vod/playlist.m3u8 
信吉電視,http://220.130.241.203:1935/sjtv/livestream_360p/playlist.m3u8 
信吉電視,http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
八大娛樂,http://198.16.106.58:8278/badaentertain/playlist.m3u8?tid=MC7C6131536661315366&ct=18392&tsum=ca3afe510fdab8d2c2c7ed8088843dc9 
八大綜合,http://192.154.103.75:8080//ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8 
八大綜合,http://104.250.154.42:8080//ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8 
八大綜合,http://104.250.154.42:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8 
八大綜合,http://198.16.106.58:8278/badazhonghe/playlist.m3u8 ?tid=MD9D4511702845117028&ct=18392&tsum=acb3fb8e6755143e0d5049e6b3013b74 
公視,http://198.16.106.58:8278/ctv_taiwan/playlist.m3u8?tid=MB9B7629803476298034&ct=18392&tsum=9487eb745ac9d95b0159bb8f88802c8e 
公視3台,http://usb.bozztv.com/ssh101/PTSTV3HD/PTSTV3HD/playlist.m3u8 
動物星球,http://104.250.154.42:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
華納電視,http://104.250.154.42:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8 
華藝影劇,http://198.16.106.58:8278/hongjimovie_twn/playlist.m3u8?tid=MAEA2752241327522413&ct=18392&tsum=d83987ce8673f9d98bb554e55c62d517 
華視,http ://198.16.106.58:8278/666e820fa0/playlist.m3u8?tid=MAEA1594599315945993&ct=18393&tsum=d4b03b0edfba73dcddb8566da270eb67 
博斯魅力,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8?token=BIk2YfurpyjroYsSvl8Ciw&time= 1558345786385 
博斯魅力台,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8 
衛視卡式台,https://livedoomovies.com/02_SCM_720p/chunklist.m3u8 
台視HD,rtmp://xiaoyu.speedws.com/sat/tv071 
台視,http://198.16.106.58:8278/ttv_taiwan/playlist.m3u8?tid=MCEC7501980275019802&ct=18392&tsum=fd04b39ccb7578604977fea09e073aec

台視財經,http://usb.bozztv.com/ssh101/TTVHD/TTVHD/index.m3u8 
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8 
國會頻道,http://61.58.60.230:9319/live/123.m3u8 
國興衛視,http://198.16.106.58:8278/guoxingweishi_twn/playlist.m3u8?tid=MADA5042600450426004&ct=18392&tsum=168d3d0251655c27fded80b13b233e73 
國家地理,http://104.250.154.42:8080/ZZ_hbo/ZZ_hbo.m3u8 

壹電視綜合台,http://198.16.106.58:8278/onetvzonghe/playlist.m3u8?tid =MB3B8376770783767707&ct=18392&tsum=8cd3b2b2884ff84b61e4392f67042537 
大眾影視,http://39.134.52.206/wh7f454c46tw2522585283_-1736190513/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8?icpid=88888890&RTS=1575014274&from=1&ocs=2_39.134.52.206_80&hms_devid=835&vqe=3 
好萊塢電影,http://192.154.103.75:8080//ZZ_haolaiwu/ZZ_haolaiwu.m3u8 
好萊塢電影,http://104.250.154.42:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8 
寶貝第一,http ://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8
星衛娛樂台,http://198.16.106.58:8278/starentertainment_twn/playlist.m3u8?tid=MAFA9220274892202748&ct=18392&tsum=7d1c5b29b56cfe07f346d47ee4bf512c 
星衛電影台,http://198.16.106.58:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2 
寰宇HD綜合,http://198.16.106.58:8278/kuanyuhdzhonghe_twn/playlist.m3u8?tid=MEFE3029475830294758&ct=18392&tsum=1bb293811706315b14f7fa954b39edf4 
居家幸福,http://61.58.60.230:9319/live/125.m3u8 
希望電視台,http://bcliveuniv-lh.akamaihd.net/i/Live_1@384161/index_1200_av-p.m3u8 



東森洋片,http://104.250.154.42:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
東森洋片,http://192.154.103.75:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8 

東森電影,http://104.250.154.42:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8 
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266 
民視HD,rtmp://xiaoyu.speedws.com/sat/tv051 
民視,http://198.16.106.58:8278/ftvhd_taiwan/playlist.m3u8?tid=MD5D6212094662120946&ct=18392&tsum=60895f4f20fa7874cb9ffb10c9596d5d 
民視台灣,http://198.16.106.58:8278/ftvtaiwan_twn/playlist.m3u8?tid=MB7B3203811232038112&ct=18393&tsum=2659f2408a42c678d8d4de51b0563181

澳亞衛視,http://stream.mastvnet.com/MSTV/playlist.m3u8 
澳亞衛視,http://stream.mastvnet.com/MASTV/sd/live.m3u8 
澳門衛視,http://stream.mastvnet.com/MSTV/SD/live.m3u8 
點掌財經,http://cclive2.aniu.tv/live/anzb.m3u8 
愛爾達影劇,http://198.16.106.58:8278/eltadrama_twn/playlist.m3u8?tid=MD7D9600457696004576&ct=18392&tsum=26731f34bdfe9a684889a5d1b8904271 
愛爾達綜合,http://198.16.106.58:8278/eltazhonghe_twn/playlist.m3u8?tid=MF0F5696049856960498&ct=18392&tsum=1ea146756e83d5f4d635a0a8b67a8db1 
百事通台,http://112.17.40.145/PLTV/88888888/224/3221226596/index.m3u8 
福克斯動作,http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
福克斯動作,http://192.154.103.75:8080/ZZ_foxaction/ZZ_foxaction.m3u8 
緯來日本HD,rtmp://xiaoyu.speedws.com/sat/tv771 
緯來育樂HD,rtmp://xiaoyu.speedws.com/sat/tv701 
緯來體育HD,rtmp://xiaoyu.speedws.com/sat/tv721 
緯來體育,http://198.16.106.58:8278/videolandsport_twn/playlist.m3u8?tid=MADA9461299894612998&ct=18392&tsum=5e75a8bbafc370e54d3a565947330e10 
緯來戲劇,http://198.16.106.58:8278/videolandxiju_twn/playlist.m3u8?tid=MC0C3544336135443361&ct=18392&tsum=ca3ab2fca32784b0919f587ae88f2bb0 
緯來日本,http://198.16.106.58:8278/videolandjapan_twn/playlist.m3u8?tid=MCFC3920510239205102&ct =18392&tsum=bc8b9116764f8d4a57099b4013c9e34c 
緯來電影,http://198.16.106.58:8278/videolandmovie/playlist.m3u8?tid=MCDC7290934072909340&ct=18392&tsum=eba8b1fbe0f8d2817f298853055269a8
緯來精彩,http://198.16.106.58:8278/videolandspecial_twn/playlist.m3u8?tid=MA9A8994459989944599&ct=18392&tsum=bea80d3db4c245560e26cb8c33dc03bc 
緯來綜合,http://198.16.106.58:8278/videolandzhe_twn/playlist.m3u8?tid=MCDC1580217515802175&ct =18392&tsum=2b78df08bd12192c87a563757f76a294 
蓮花衛視,http://live-rtmp.lotustv.duolaibo.cn/lotustv/5562e9e4d409d24c9600075c.m3u8 
華視HD,rtmp://xiaoyu.speedws.com/sat/tv111 
採昌影視,http://198.16.106.58:8278/528222e84e/playlist.m3u8?tid=ME9E3059896830598968&ct=18393&tsum=d043c6fcf41a248b4ae8f503899e3af1 
靖天卡通,http://61.58.60.230:9319/live/207.m3u8 
靖天國際,http://61.58.60.230 :9319/live/205.m3u8 
靖天娛樂,http://61.58.60.230:9319/live/204.m3u8
靖天映畫,http://198.16.106.58:8278/jingtianyinghua_twn/playlist.m3u8?tid=MD1D7445388074453880&ct=18392&tsum=a12300e8a0fb8635f830c60d5e6e5a53 
靖天映畫,http://61.58.60.230:9319/live/244.m3u8 
靖天歡樂,http://61.58.60.230:9319/live/201.m3u8 
靖天電影,http://198.16.106.58:8278/def247e177/playlist.m3u8?tid=MD9D1712457717124577&ct=18392&tsum=8e4b08567fca95582e69c9e8fb9f9351 
靖天資訊,http://61.58.60.230:9319/live/202.m3u8 
靖洋卡通,http://61.58.60.230:9319/live/206.m3u8 
靖洋戲劇,http://61.58.60.230:9319/live/203.m3u8 

龍祥電影,http://104.250.154.42:8080/ZZ_shidai/ZZ_shidai.m3u8
龍華偶像,http://198.16.106.58:8278/lunghuaidol_twn/playlist.m3u8?tid=MFAF1911793619117936&ct=18392&tsum=28d5bc2150bd6e2a46749320d2f64910 
龍華動畫,http://198.16.106.58:8278/lunghuaanimation_twn/playlist.m3u8?tid=MB7B7709454977094549&ct=18392&tsum =e5a97ee7a2dcea2c52d2e8ca5496af63 
龍華影劇,http://198.16.106.58:8278/lunghuamovie_twn/playlist.m3u8?tid=MD1D8627875686278756&ct=18392&tsum=80ddd669bfd4d11fc093ce0785054e49 
龍華戲劇,http://198.16.106.58:8278/lunghuaxiju_twn/playlist.m3u8?tid= MBBB3136056531360565&ct=18392&tsum=e4913e1cbb14a252153a1f1bdc8cd9bd 
龍華洋片,http://198.16.106.58:8278/lunghuawestern_twn/playlist.m3u8?tid=MF5F8968769789687697&ct=18392&tsum=2a87f303f90a5f399ee2e1c478b815e6 






Channel News Asia,P2p://fccsovh.pvbox.live:18912/5b20e3af00008dee434faf5458a556e5.ts
Channel 8,P2p://fccsovh.pvbox.live:18912/5bcd6bdb0006c2461ca7d399796fbea2.ts 
Channel 5,P2p://fccsovh.pvbox.live:18912/5bcd6bd7000e85ac3af14642c322de68.ts 
Channel U,P2p://fccsovh.pvbox.live:18912/5bcd6bdf00017fadbe719c3c478668b2.ts 
SURIA,P2p://fccsovh.pvbox.live:18912/5b20e3ae000daac3b5b9feec6c2c9269.ts 
Astro Supersport 1,P2p://fccsovh.pvbox.live:18912/5d65048300014a5e429a35e29ff1de8e.ts 
Astro Supersport 2,P2p://fccsovh.pvbox.live:18912/5e649e17000d46487e57a3a453b9b50e.ts 
Astro Supersport 3,P2p://fccsovh.pvbox.live:18912/5d6504660004a05bff92bd357507ca3d.ts 
Astro Supersport 4,P2p://fccsovh.pvbox.live:18912/5b3c4fa1000c601f68e37c1b5aa4480e.ts 
Astro AEC,P2p://fccsovh.pvbox.live:18912/5d65046a0003ac6374f2cfbb22e3d840.ts
Astro AEC(備),P2p://fccsovh.pvbox.live:18912/5cbd60a3000c7aa16544c678e357493a.ts 
Astro AOD,P2p://fccsovh.pvbox.live:18912/5d66315100033ff6111660cc3931cedd.ts 
Astro翡翠台,P2p://fccsovh.pvbox.live:18912/5e649e20000e77473d594233cf068e0d.ts 
Astro全佳,P2p://fccsovh.pvbox.live:18912/5e649e220009754db7444acc7e7d3baf.ts 
Astro雙星,P2p://fccsovh.pvbox.live:18912/5e649e230009b28469b1a70a9e98b931.ts 
Astro歡喜,P2p://fccsovh.pvbox.live:18912/5d650431000dec1fce0e032d58cd9723.ts 
Astro愛奇藝,P2p://fccsovh.pvbox.live:18912/5d6631530004ae4cf2ad8a39f4825bcb.ts 
Astro小太陽,P2p://fccsovh.pvbox.live:18912/5e64a272000ddf33a0ac12748aa44e25.ts 
TVB星河,P2p://fccsovh.pvbox.live:18912/5d65048c0003e9ae1361d333b0f1006e.ts
天映頻道,P2p://fccsovh.pvbox.live:18912/5d650486000c7ef4744c8240e50b7194.ts 
天映經典,P2p://fccsovh.pvbox.live:18912/5d650488000e67a15fe245f9ec54c2f2.ts 
Astro ARENA,P2p://fccsovh.pvbox.live :18912/5e64a276000ddf6a5ccfe5a33a302ae7.ts 
Astro AWANI,P2p://fccsovh.pvbox.live:18912/5d6504550000cf8c417519bc61fb1b7a.ts 
Astro CERIA,P2p://fccsovh.pvbox.live:18912/5d6504850001c472454e0ce953319bbf.ts 
Astro CITRA,P2p://fccsovh.pvbox.live:18912/5d65046d0008eb4aa9b706c65e80e568.ts 
Astro NAURA,P2p://fccsovh.pvbox.live:18912/5c3b4bb100021220b20b10a890c3606a.ts 
Astro OASIS,P2p://fccsovh.pvbox.live:18912/5d650462000f1dd708c0d7729f0fdd46.ts 
Astro PRIMA,P2p ://fccsovh.pvbox.live:18912/5e64a2750006010b6caac16257ba59dc.ts
Astro RIA,P2p://fccsovh.pvbox.live:18912/5e64a2700004928b823296e47ec35d9b.ts 
Astro WARNA,P2p://fccsovh.pvbox.live:18912/5d6504580009a216b8ffccb733ebd8d4.ts 
Bein Sports,P2p://fccsovh.pvbox.live:18912/5cf559ed000079fba6ff7f47ae9ba96e.ts 
DISNEY CHANNEL,P2p://fccsovh.pvbox.live:18912/5b1409f30004f6ec3598e4b332f8c7b1.ts 
DISNEY JR,P2p://fccsovh.pvbox.live:18912/5cf559e50008d202a05a7abd4fa119fa.ts 
DISNEY JR(backup),P2p://fccsovh.pvbox.live:18912/5b593af10003ba9238d8ceea0f036484.ts 
DISNEY XD,P2p://fccsovh.pvbox.live:18912/5b593af500034b9c2c220e2462507f1b.ts 
Family,P2p://fccsovh.pvbox.live:18912/5cffd5e200012f5b1b91bd65ca3d8c52.ts 
Fox HD,P2p ://fccsovh.pvbox.live:18912/5e04846300020dc83de5a89068c98266.ts
Fox Family HD,P2p://fccsovh.pvbox.live:18912/5e0484640001945b3e49a53ffb182328.ts 
Fox Movies Premium,P2p://fccsovh.pvbox.live:18912/5e04846100065908811eb2f66224cb63.ts 
fox movie,P2p://fccsovh.pvbox.live :18912/5b3c4f9c000341468412f4f34ebdcfdd.ts 
FOX SPORTS,P2p://fccsovh.pvbox.live:18912/5b3c4f980000c856e38783ebf6231a40.ts 
FOX SPORTS2,P2p://fccsovh.pvbox.live:18912/5b3c4f980006aaf321a870aba6e9849d.ts 
HBO HD,P2p://fccsovh.pvbox.live:18912/5b140969000be13cbbbaada35e3e2301.ts 
HBO Family HD,P2p://fccsovh.pvbox.live:18912/5e04845f00006322476e431ca0245bec.ts 
HBO Hits HD,P2p://fccsovh.pvbox.live:18912/5e04845a000adfd0f534e9997b2944a9.ts 
HBO Signature HD,P2p://fccsovh.pvbox.live:18912/5e04845d000c11bbe61e830614937522.ts
HBOCA,P2p://fccsovh.pvbox.live:18912/5cf559de000079ad6b6337fd1560afa7.ts 
HBOCA2,P2p://fccsovh.pvbox.live:18912/5cffd799000ddb76557b049d60c07dc6.ts 
KBS World,P2p://fccsovh.pvbox.live:18912/5e0484590006d2da453ea8f1ba78c58a.ts 
Kix,P2p://fccsovh.pvbox.live:18912/5d65047e00051ab5014728c90cfde1de.ts 
Movie Network 1,P2p://fccsovh.pvbox.live:18912/5cffd5c70005b65a957fe1316bc2a780.ts 
NBA Canada,P2p://fccsovh.pvbox.live :18912/5cffd5d4000b327e8bcaa30800e3b626.ts 
OH!K,P2p://fccsovh.pvbox.live:18912/5d65049100074058d62e54cad33a0bfc.ts 
SONY ONE,P2p://fccsovh.pvbox.live:18912/5d65048e00009342369f4df94d498603.ts 
TVN HD,P2p://fccsovh.pvbox.live:18912/5b14090b000aaf9d4f3a4186cc4d6f66.ts
WWE,P2p://fccsovh.pvbox.live:18912/5cffd5d900072496efdc39a7bcd51dfa.ts 
BERNAMA,P2p://fccsovh.pvbox.live:18912/5d6504800000d02582b127a5fcd61424.ts 
TV1,P2p://fccsovh.pvbox.live:18912/5e64abfc0000ee891e4c9e1fa60ce1d1.ts 
TV2,P2p://fccsovh.pvbox.live:18912/5e64abfd000af2199820bfbfd53d43c2.ts 
TV3,P2p://fccsovh.pvbox.live:18912/5bdfc29f00057bd184e0c57422257914.ts 
ntv7,P2p://fccsovh.pvbox.live:18912/5bdfc2a300070c4dea73c8babacf229b.ts 
TV8,P2p://fccsovh.pvbox.live:18912/5bdfc2a700006e98166cea0ca1ecfd17.ts 
TV9,P2p://fccsovh.pvbox.live:18912/5bdfc2aa000be3f878b9ba83e2bd544b.ts 
AFN亞洲美食,P2p://fccsovh.pvbox.live: 18912/5b1409da000c9801475895d6d19bb44d.ts 
亞洲旅遊台HD,P2p://fccsovh.pvbox.live:18912/5b14091700094183c5f08b34e7a92795.ts
TVBS精采台,P2p://fccsovh.pvbox.live:18912/5b14095e000d4f6717d235e84b4432ff.ts 
TVBS歡樂,P2p://fccsovh.pvbox.live:18912/5b1409600006657bacba82dfd86340c9.ts 
TVBS綜合,P2p://fccsovh.pvbox.live:18912/5b140960000c982b5b710a4a47285a05.ts 
三立台灣台,P2p://fccsovh.pvbox.live:18912/5c2dd74a000cbd4654013e75837af4e8.ts 
三立戲劇台,P2p://fccsovh.pvbox.live:18912/5b140916000e80947d476c01cc14fed4.ts 

三立綜合,P2p://fccsovh.pvbox.live:18912/5b14091700012642e7d3708097bbadb3.ts
三立都會,P2p://fccsovh.pvbox.live:18912/5b14098f000d8c659a483ebc19d8ebcb.ts 
中天亞洲,P2p://fccsovh.pvbox.live:18912/5b1409220008c84fd878e88ea73f75a3.ts 
中天娛樂,P2p://fccsovh.pvbox.live :18912/5b1409f300034b942173930dce7ae53a.ts 
 
中天綜合,P2p://fccsovh.pvbox.live:18912/5b14096a0007d345adf7d3be9e90853c.ts 
中華美食,P2p://fccsovh.pvbox.live:18912/5b14092b000126612897cc5f75157a2a.ts 
中視HD,P2p://fccsovh.pvbox.live:18912/5b14095f00075e714e7f2ef79f51122f.ts 

ELEVEN SPORTS 1,P2p://fccsovh.pvbox.live:18912/5b13f6f00009f89b8633242652795ce1.ts 
ELEVEN SPORTS 2,P2p://fccsovh.pvbox.live:18912/5b1408f2000402a9a6652a7516cbaf02.ts 
ELTA體育1台,P2p://fccsovh.pvbox.live:18912/5b140917000aaf8f1f4ae6a6095d2e3d.ts 
ELTA體育3台,P2p://fccsovh.pvbox.live:18912/5b25fc8c00046f1245560de13366258e.ts 
ELTA影劇,P2p://fccsovh.pvbox.live:18912/5b1409dc0006a1cadfc706bf074a672a.ts 
ELTA綜合,P2p://fccsovh.pvbox.live:18912/5b1409db0002d1cf73232d723c6b9c90.ts 
FOX體育,P2p://fccsovh.pvbox.live:18912/5b3c4f980000c856e38783ebf6231a40.ts 
FOX體育2台,P2p://fccsovh.pvbox.live:18912/5b3c4f980006aaf321a870aba6e9849d.ts 
FOX體育3台,P2p://fccsovh.pvbox.live:18912/5b1409400002d18ba7e00c6c74497908.ts
FOX體育3台,P2p://fccsovh.pvbox.live:18912/5bee539c00018092f2f1aa88336684f7.ts 
EYETV戲劇,P2p://fccsovh.pvbox.live:18912/5b14093e000e43392704fd1097bd4261.ts 
EYETV旅遊,P2p://fccsovh.pvbox.live :18912/5b140916000c9818e561a1903e16cf9d.ts 
JET綜合,P2p://fccsovh.pvbox.live:18912/5b1409f30001262702e7dc172f28e81b.ts 
緯來體育,P2p://fccsovh.pvbox.live:18912/5b140921000be14405e9c3905af34fc3.ts 
緯來綜合,P2p://fccsovh.pvbox.live:18912/5b1409230004f71e22b08086e5abe9fb.ts 
緯來戲劇,P2p://fccsovh.pvbox.live:18912/5b1409f3000a72b5d549bb4219f601e5.ts 
緯來精彩,P2p://fccsovh.pvbox.live:18912/5b14094a0000e951233494f0df361e57.ts 
緯來育樂,P2p://fccsovh.pvbox.live:18912/5b14092c000a35b5b54e279caa339aad.ts
偉來電影,P2p://fccsovh.pvbox.live:18912/5b140922000ebd5b0b9580e3bdf43bee.ts 
偉來日本,P2p://fccsovh.pvbox.live:18912/5b14092b000efa4cd9866cd9275191d3.ts 
八大娛樂,P2p://fccsovh.pvbox.live :18912/5b14096a000628065517456cc2e5cbb5.ts 
八大戲劇,P2p://fccsovh.pvbox.live:18912/5b1409690000706a9826a03ed5af637b.ts 
八大第1台,P2p://fccsovh.pvbox.live:18912/5b14096a0004400352a6757d095bb7ab.ts 
八大綜合台,P2p://fccsovh.pvbox.live:18912/5b14092c0004b9c22139715c5ffe2157.ts 
公視,P2p://fccsovh.pvbox.live:18912/5b1409600001a0b215f1dd816feb0eaa.ts 
動物星球,P2p://fccsovh.pvbox.live:18912/5b14096100006f33681cf71976a95bbb.ts 
華視HD,P2p://fccsovh.pvbox.live:18912/5b14095f000efa0ea81d40679a25d5c5.ts 
博斯無限,P2p://fccsovh.pvbox.live:18912/5b14098f000127138f94eaed6cb3bff7.ts
博斯網球,P2p://fccsovh.pvbox.live:18912/5b14098f0009bb6ebe59eae3a5eed0a1.ts 
博斯運動I,P2p://fccsovh.pvbox.live:18912/5b13f6f0000c1dd61162e82dd8d7bce1.ts 
